# Assembly name:  Release 6 plus ISO1 MT
# Description:    Release 6 plus ISO1 mitochondrial genome
# Organism name:  Drosophila melanogaster (fruit fly)
# Taxid:          7227
# BioSample:      SAMN02803731
# BioProject:     PRJNA13812
# Submitter:      The FlyBase Consortium/Berkeley Drosophila Genome Project/Celera Genomics
# Date:           2014-08-01
# Synonyms:       dm6	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_000001215.4
# RefSeq assembly accession: GCF_000001215.4
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001625.3	GCF_000001625.3	Primary Assembly
## GCA_000738905.1	GCF_000738905.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
211000022279352	unlocalized-scaffold	Y	Chromosome	DS485409.1	=	NW_001846698.1	Primary Assembly	1147	chrY_DS485409v1_random
211000022279935	unlocalized-scaffold	Y	Chromosome	DS485416.1	=	NW_001846705.1	Primary Assembly	1146	chrY_DS485416v1_random
211000022279901	unlocalized-scaffold	Y	Chromosome	DS485422.1	=	NW_001846711.1	Primary Assembly	1144	chrY_DS485422v1_random
211000022278760	unlocalized-scaffold	Y	Chromosome	DS485423.1	=	NW_001846712.1	Primary Assembly	1144	chrY_DS485423v1_random
211000022278936	unlocalized-scaffold	Y	Chromosome	DS485427.1	=	NW_001846716.1	Primary Assembly	1142	chrY_DS485427v1_random
211000022279995	unlocalized-scaffold	Y	Chromosome	DS485430.1	=	NW_001846719.1	Primary Assembly	1141	chrY_DS485430v1_random
211000022279938	unlocalized-scaffold	Y	Chromosome	DS485436.1	=	NW_001846725.1	Primary Assembly	1140	chrY_DS485436v1_random
211000022279458	unlocalized-scaffold	Y	Chromosome	DS485440.1	=	NW_001846729.1	Primary Assembly	1139	chrY_DS485440v1_random
211000022279941	unlocalized-scaffold	Y	Chromosome	DS485450.1	=	NW_001846739.1	Primary Assembly	1136	chrY_DS485450v1_random
211000022279391	unlocalized-scaffold	Y	Chromosome	DS485452.1	=	NW_001846741.1	Primary Assembly	1136	chrY_DS485452v1_random
211000022278450	unlocalized-scaffold	Y	Chromosome	DS485460.1	=	NW_001846749.1	Primary Assembly	1134	chrY_DS485460v1_random
211000022279799	unlocalized-scaffold	Y	Chromosome	DS485470.1	=	NW_001846759.1	Primary Assembly	1132	chrY_DS485470v1_random
211000022279800	unlocalized-scaffold	Y	Chromosome	DS485473.1	=	NW_001846762.1	Primary Assembly	1131	chrY_DS485473v1_random
211000022278987	unlocalized-scaffold	Y	Chromosome	DS485483.1	=	NW_001846772.1	Primary Assembly	1129	chrY_DS485483v1_random
211000022278959	unlocalized-scaffold	Y	Chromosome	DS485492.1	=	NW_001846781.1	Primary Assembly	1126	chrY_DS485492v1_random
211000022279910	unlocalized-scaffold	Y	Chromosome	DS485512.1	=	NW_001846801.1	Primary Assembly	1122	chrY_DS485512v1_random
211000022279165	unlocalized-scaffold	Y	Chromosome	DS485523.1	=	NW_001846812.1	Primary Assembly	1118	chrY_DS485523v1_random
211000022279546	unlocalized-scaffold	Y	Chromosome	DS485532.1	=	NW_001846821.1	Primary Assembly	1116	chrY_DS485532v1_random
211000022278736	unlocalized-scaffold	Y	Chromosome	DS485534.1	=	NW_001846823.1	Primary Assembly	1116	chrY_DS485534v1_random
211000022279813	unlocalized-scaffold	Y	Chromosome	DS485552.1	=	NW_001846841.1	Primary Assembly	1111	chrY_DS485552v1_random
211000022279236	unlocalized-scaffold	Y	Chromosome	DS485560.1	=	NW_001846849.1	Primary Assembly	1110	chrY_DS485560v1_random
211000022278873	unlocalized-scaffold	Y	Chromosome	DS485561.1	=	NW_001846850.1	Primary Assembly	1109	chrY_DS485561v1_random
211000022279005	unlocalized-scaffold	Y	Chromosome	DS485575.1	=	NW_001846864.1	Primary Assembly	1106	chrY_DS485575v1_random
211000022278201	unlocalized-scaffold	Y	Chromosome	DS485594.1	=	NW_001846883.1	Primary Assembly	1101	chrY_DS485594v1_random
211000022279586	unlocalized-scaffold	Y	Chromosome	DS485604.1	=	NW_001846893.1	Primary Assembly	1098	chrY_DS485604v1_random
211000022279661	unlocalized-scaffold	Y	Chromosome	DS485625.1	=	NW_001846914.1	Primary Assembly	1090	chrY_DS485625v1_random
211000022279403	unlocalized-scaffold	Y	Chromosome	DS485641.1	=	NW_001846930.1	Primary Assembly	1087	chrY_DS485641v1_random
211000022278803	unlocalized-scaffold	Y	Chromosome	DS485646.1	=	NW_001846935.1	Primary Assembly	1086	chrY_DS485646v1_random
211000022279459	unlocalized-scaffold	Y	Chromosome	DS485685.1	=	NW_001846974.1	Primary Assembly	1075	chrY_DS485685v1_random
211000022279007	unlocalized-scaffold	Y	Chromosome	DS485696.1	=	NW_001846985.1	Primary Assembly	1073	chrY_DS485696v1_random
211000022279988	unlocalized-scaffold	Y	Chromosome	DS485698.1	=	NW_001846987.1	Primary Assembly	1072	chrY_DS485698v1_random
211000022279486	unlocalized-scaffold	Y	Chromosome	DS485718.1	=	NW_001847007.1	Primary Assembly	1068	chrY_DS485718v1_random
211000022279137	unlocalized-scaffold	Y	Chromosome	DS485732.1	=	NW_001847021.1	Primary Assembly	1064	chrY_DS485732v1_random
211000022278787	unlocalized-scaffold	Y	Chromosome	DS485736.1	=	NW_001847025.1	Primary Assembly	1063	chrY_DS485736v1_random
211000022279385	unlocalized-scaffold	Y	Chromosome	DS485739.1	=	NW_001847028.1	Primary Assembly	1063	chrY_DS485739v1_random
211000022279031	unlocalized-scaffold	Y	Chromosome	DS485749.1	=	NW_001847038.1	Primary Assembly	1060	chrY_DS485749v1_random
211000022279034	unlocalized-scaffold	Y	Chromosome	DS485752.1	=	NW_001847041.1	Primary Assembly	1059	chrY_DS485752v1_random
211000022279801	unlocalized-scaffold	Y	Chromosome	DS485755.1	=	NW_001847044.1	Primary Assembly	1058	chrY_DS485755v1_random
211000022279377	unlocalized-scaffold	Y	Chromosome	DS485764.1	=	NW_001847053.1	Primary Assembly	1056	chrY_DS485764v1_random
211000022279211	unlocalized-scaffold	Y	Chromosome	DS485767.1	=	NW_001847056.1	Primary Assembly	1056	chrY_DS485767v1_random
211000022279314	unlocalized-scaffold	Y	Chromosome	DS485772.1	=	NW_001847061.1	Primary Assembly	1054	chrY_DS485772v1_random
211000022279677	unlocalized-scaffold	Y	Chromosome	DS485776.1	=	NW_001847065.1	Primary Assembly	1053	chrY_DS485776v1_random
211000022280040	unlocalized-scaffold	Y	Chromosome	DS485786.1	=	NW_001847075.1	Primary Assembly	1051	chrY_DS485786v1_random
211000022278682	unlocalized-scaffold	Y	Chromosome	DS485795.1	=	NW_001847084.1	Primary Assembly	1049	chrY_DS485795v1_random
211000022279492	unlocalized-scaffold	Y	Chromosome	DS485839.1	=	NW_001847128.1	Primary Assembly	1042	chrY_DS485839v1_random
211000022278956	unlocalized-scaffold	Y	Chromosome	DS485840.1	=	NW_001847129.1	Primary Assembly	1041	chrY_DS485840v1_random
211000022280072	unlocalized-scaffold	Y	Chromosome	DS485849.1	=	NW_001847138.1	Primary Assembly	1039	chrY_DS485849v1_random
211000022279908	unlocalized-scaffold	Y	Chromosome	DS485858.1	=	NW_001847147.1	Primary Assembly	1037	chrY_DS485858v1_random
211000022278538	unlocalized-scaffold	Y	Chromosome	DS485865.1	=	NW_001847154.1	Primary Assembly	1035	chrY_DS485865v1_random
211000022278772	unlocalized-scaffold	Y	Chromosome	DS485873.1	=	NW_001847162.1	Primary Assembly	1033	chrY_DS485873v1_random
211000022278965	unlocalized-scaffold	Y	Chromosome	DS485875.1	=	NW_001847164.1	Primary Assembly	1032	chrY_DS485875v1_random
211000022280057	unlocalized-scaffold	Y	Chromosome	DS485885.1	=	NW_001847174.1	Primary Assembly	1030	chrY_DS485885v1_random
211000022279791	unlocalized-scaffold	Y	Chromosome	DS485888.1	=	NW_001847177.1	Primary Assembly	1029	chrY_DS485888v1_random
211000022279802	unlocalized-scaffold	Y	Chromosome	DS485892.1	=	NW_001847181.1	Primary Assembly	1029	chrY_DS485892v1_random
211000022278939	unlocalized-scaffold	Y	Chromosome	DS485894.1	=	NW_001847183.1	Primary Assembly	1029	chrY_DS485894v1_random
211000022279272	unlocalized-scaffold	Y	Chromosome	DS485901.1	=	NW_001847190.1	Primary Assembly	1027	chrY_DS485901v1_random
211000022278710	unlocalized-scaffold	Y	Chromosome	DS485927.1	=	NW_001847216.1	Primary Assembly	1020	chrY_DS485927v1_random
211000022279264	unlocalized-scaffold	Y	Chromosome	DS485938.1	=	NW_001847227.1	Primary Assembly	1019	chrY_DS485938v1_random
211000022279972	unlocalized-scaffold	Y	Chromosome	DS485956.1	=	NW_001847245.1	Primary Assembly	1014	chrY_DS485956v1_random
211000022279589	unlocalized-scaffold	Y	Chromosome	DS485960.1	=	NW_001847249.1	Primary Assembly	1012	chrY_DS485960v1_random
211000022279670	unlocalized-scaffold	Y	Chromosome	DS485963.1	=	NW_001847252.1	Primary Assembly	1012	chrY_DS485963v1_random
211000022279646	unlocalized-scaffold	Y	Chromosome	DS485972.1	=	NW_001847261.1	Primary Assembly	1010	chrY_DS485972v1_random
211000022279639	unlocalized-scaffold	Y	Chromosome	DS485974.1	=	NW_001847263.1	Primary Assembly	1010	chrY_DS485974v1_random
211000022279235	unlocalized-scaffold	Y	Chromosome	DS485975.1	=	NW_001847264.1	Primary Assembly	1010	chrY_DS485975v1_random
211000022278495	unlocalized-scaffold	Y	Chromosome	DS486003.1	=	NW_001847292.1	Primary Assembly	1001	chrY_DS486003v1_random
2Cen_mapped_Scaffold_10_D1684	unplaced-scaffold	na	na	CP007071.1	=	NW_007931073.1	Primary Assembly	19956	chrUn_CP007071v1
2Cen_mapped_Scaffold_43_D1668	unplaced-scaffold	na	na	CP007072.1	=	NW_007931074.1	Primary Assembly	44411	chrUn_CP007072v1
2R2_mapped_Scaffold_56_D1828	unplaced-scaffold	na	na	CP007073.1	=	NW_007931075.1	Primary Assembly	13157	chrUn_CP007073v1
3Cen_mapped_Scaffold_1_D1896_D1895	unplaced-scaffold	na	na	CP007074.1	=	NW_007931076.1	Primary Assembly	76224	chrUn_CP007074v1
3Cen_mapped_Scaffold_27_D1777	unplaced-scaffold	na	na	CP007075.1	=	NW_007931077.1	Primary Assembly	11983	chrUn_CP007075v1
3Cen_mapped_Scaffold_31_D1643_D1653_D1791	unplaced-scaffold	na	na	CP007076.1	=	NW_007931078.1	Primary Assembly	87365	chrUn_CP007076v1
3Cen_mapped_Scaffold_36_D1605	unplaced-scaffold	na	na	CP007077.1	=	NW_007931079.1	Primary Assembly	36913	chrUn_CP007077v1
3Cen_mapped_Scaffold_41_D1641	unplaced-scaffold	na	na	CP007078.1	=	NW_007931080.1	Primary Assembly	22604	chrUn_CP007078v1
3Cen_mapped_Scaffold_50_D1686	unplaced-scaffold	na	na	CP007079.1	=	NW_007931081.1	Primary Assembly	23238	chrUn_CP007079v1
Unmapped_Scaffold_4_D1555_D1692	unplaced-scaffold	na	na	CP007080.1	=	NW_007931082.1	Primary Assembly	86267	chrUn_CP007080v1
Unmapped_Scaffold_8_D1580_D1567	unplaced-scaffold	na	na	CP007081.1	=	NW_007931083.1	Primary Assembly	88768	chrUn_CP007081v1
Unmapped_Scaffold_11_D1754	unplaced-scaffold	na	na	CP007082.1	=	NW_007931084.1	Primary Assembly	36482	chrUn_CP007082v1
Unmapped_Scaffold_13_D1782	unplaced-scaffold	na	na	CP007083.1	=	NW_007931085.1	Primary Assembly	25537	chrUn_CP007083v1
Unmapped_Scaffold_17_D1756_D1775	unplaced-scaffold	na	na	CP007084.1	=	NW_007931086.1	Primary Assembly	62570	chrUn_CP007084v1
Unmapped_Scaffold_22_D1753	unplaced-scaffold	na	na	CP007085.1	=	NW_007931087.1	Primary Assembly	45120	chrUn_CP007085v1
Unmapped_Scaffold_24_D1707	unplaced-scaffold	na	na	CP007086.1	=	NW_007931088.1	Primary Assembly	22882	chrUn_CP007086v1
Unmapped_Scaffold_28_D1723	unplaced-scaffold	na	na	CP007087.1	=	NW_007931089.1	Primary Assembly	46986	chrUn_CP007087v1
Unmapped_Scaffold_29_D1705	unplaced-scaffold	na	na	CP007088.1	=	NW_007931090.1	Primary Assembly	37106	chrUn_CP007088v1
Unmapped_Scaffold_32_D1773	unplaced-scaffold	na	na	CP007089.1	=	NW_007931091.1	Primary Assembly	16157	chrUn_CP007089v1
Unmapped_Scaffold_35_D1599	unplaced-scaffold	na	na	CP007090.1	=	NW_007931092.1	Primary Assembly	57785	chrUn_CP007090v1
Unmapped_Scaffold_37_D1608	unplaced-scaffold	na	na	CP007091.1	=	NW_007931093.1	Primary Assembly	20763	chrUn_CP007091v1
Unmapped_Scaffold_38_D1625	unplaced-scaffold	na	na	CP007092.1	=	NW_007931094.1	Primary Assembly	28305	chrUn_CP007092v1
Unmapped_Scaffold_44_D1670	unplaced-scaffold	na	na	CP007093.1	=	NW_007931095.1	Primary Assembly	25698	chrUn_CP007093v1
Unmapped_Scaffold_45_D1673	unplaced-scaffold	na	na	CP007094.1	=	NW_007931096.1	Primary Assembly	29583	chrUn_CP007094v1
Unmapped_Scaffold_46_D1675	unplaced-scaffold	na	na	CP007095.1	=	NW_007931097.1	Primary Assembly	25560	chrUn_CP007095v1
Unmapped_Scaffold_48_D1678	unplaced-scaffold	na	na	CP007096.1	=	NW_007931098.1	Primary Assembly	26115	chrUn_CP007096v1
Unmapped_Scaffold_51_D1697	unplaced-scaffold	na	na	CP007097.1	=	NW_007931099.1	Primary Assembly	13455	chrUn_CP007097v1
Unmapped_Scaffold_52_D1739	unplaced-scaffold	na	na	CP007098.1	=	NW_007931100.1	Primary Assembly	43383	chrUn_CP007098v1
Unmapped_Scaffold_54_D1776	unplaced-scaffold	na	na	CP007099.1	=	NW_007931101.1	Primary Assembly	12632	chrUn_CP007099v1
Unmapped_Scaffold_58_D1862	unplaced-scaffold	na	na	CP007100.1	=	NW_007931102.1	Primary Assembly	10091	chrUn_CP007100v1
Unmapped_Scaffold_60_D1601	unplaced-scaffold	na	na	CP007101.1	=	NW_007931103.1	Primary Assembly	24503	chrUn_CP007101v1
211000022278279	unplaced-scaffold	na	na	CP007102.1	=	NW_007931104.1	Primary Assembly	12714	chrUn_CP007102v1
XY_mapped_Scaffold_42_D1648	unplaced-scaffold	na	na	CP007105.1	=	NW_007931107.1	Primary Assembly	47411	chrUn_CP007105v1
rDNA	unplaced-scaffold	na	na	CP007120.1	=	NW_007931121.1	Primary Assembly	76973	chrUn_CP007120v1
XY_mapped_Scaffold_7_D1574	unplaced-scaffold	na	na	DS483562.1	=	NW_001844851.1	Primary Assembly	50625	chrUn_DS483562v1
211000022280772	unplaced-scaffold	na	na	DS483629.1	=	NW_001844918.1	Primary Assembly	15417	chrUn_DS483629v1
211000022280659	unplaced-scaffold	na	na	DS483641.1	=	NW_001844930.1	Primary Assembly	14503	chrUn_DS483641v1
211000022280328	unplaced-scaffold	na	na	DS483646.1	=	NW_001844935.1	Primary Assembly	14098	chrUn_DS483646v1
211000022280541	unplaced-scaffold	na	na	DS483647.1	=	NW_001844936.1	Primary Assembly	14028	chrUn_DS483647v1
211000022280259	unplaced-scaffold	na	na	DS483649.1	=	NW_001844938.1	Primary Assembly	13935	chrUn_DS483649v1
211000022278875	unplaced-scaffold	na	na	DS483650.1	=	NW_001844939.1	Primary Assembly	13906	chrUn_DS483650v1
211000022279719	unplaced-scaffold	na	na	DS483658.1	=	NW_001844947.1	Primary Assembly	13455	chrUn_DS483658v1
211000022279579	unplaced-scaffold	na	na	DS483659.1	=	NW_001844948.1	Primary Assembly	13416	chrUn_DS483659v1
211000022279094	unplaced-scaffold	na	na	DS483662.1	=	NW_001844951.1	Primary Assembly	13317	chrUn_DS483662v1
211000022279556	unplaced-scaffold	na	na	DS483663.1	=	NW_001844952.1	Primary Assembly	13256	chrUn_DS483663v1
211000022279754	unplaced-scaffold	na	na	DS483670.1	=	NW_001844959.1	Primary Assembly	12827	chrUn_DS483670v1
211000022279420	unplaced-scaffold	na	na	DS483673.1	=	NW_001844962.1	Primary Assembly	12654	chrUn_DS483673v1
211000022279022	unplaced-scaffold	na	na	DS483674.1	=	NW_001844963.1	Primary Assembly	12632	chrUn_DS483674v1
211000022279503	unplaced-scaffold	na	na	DS483675.1	=	NW_001844964.1	Primary Assembly	12536	chrUn_DS483675v1
211000022278978	unplaced-scaffold	na	na	DS483678.1	=	NW_001844967.1	Primary Assembly	12424	chrUn_DS483678v1
211000022279829	unplaced-scaffold	na	na	DS483679.1	=	NW_001844968.1	Primary Assembly	12424	chrUn_DS483679v1
211000022278916	unplaced-scaffold	na	na	DS483680.1	=	NW_001844969.1	Primary Assembly	12399	chrUn_DS483680v1
211000022279098	unplaced-scaffold	na	na	DS483681.1	=	NW_001844970.1	Primary Assembly	12368	chrUn_DS483681v1
211000022278777	unplaced-scaffold	na	na	DS483682.1	=	NW_001844971.1	Primary Assembly	12354	chrUn_DS483682v1
211000022279594	unplaced-scaffold	na	na	DS483686.1	=	NW_001844975.1	Primary Assembly	12148	chrUn_DS483686v1
211000022279637	unplaced-scaffold	na	na	DS483687.1	=	NW_001844976.1	Primary Assembly	12142	chrUn_DS483687v1
211000022279456	unplaced-scaffold	na	na	DS483688.1	=	NW_001844977.1	Primary Assembly	12095	chrUn_DS483688v1
211000022279893	unplaced-scaffold	na	na	DS483689.1	=	NW_001844978.1	Primary Assembly	12034	chrUn_DS483689v1
211000022278390	unplaced-scaffold	na	na	DS483692.1	=	NW_001844981.1	Primary Assembly	11985	chrUn_DS483692v1
211000022279189	unplaced-scaffold	na	na	DS483693.1	=	NW_001844982.1	Primary Assembly	11958	chrUn_DS483693v1
211000022278399	unplaced-scaffold	na	na	DS483694.1	=	NW_001844983.1	Primary Assembly	11951	chrUn_DS483694v1
211000022278549	unplaced-scaffold	na	na	DS483695.1	=	NW_001844984.1	Primary Assembly	11743	chrUn_DS483695v1
211000022278269	unplaced-scaffold	na	na	DS483700.1	=	NW_001844989.1	Primary Assembly	11430	chrUn_DS483700v1
211000022279423	unplaced-scaffold	na	na	DS483701.1	=	NW_001844990.1	Primary Assembly	11220	chrUn_DS483701v1
211000022280064	unplaced-scaffold	na	na	DS483702.1	=	NW_001844991.1	Primary Assembly	11148	chrUn_DS483702v1
211000022278686	unplaced-scaffold	na	na	DS483703.1	=	NW_001844992.1	Primary Assembly	11126	chrUn_DS483703v1
211000022278049	unplaced-scaffold	na	na	DS483705.1	=	NW_001844994.1	Primary Assembly	27456	chrUn_DS483705v1
211000022278415	unplaced-scaffold	na	na	DS483707.1	=	NW_001844996.1	Primary Assembly	25840	chrUn_DS483707v1
211000022280761	unplaced-scaffold	na	na	DS483709.1	=	NW_001844998.1	Primary Assembly	18299	chrUn_DS483709v1
211000022278217	unplaced-scaffold	na	na	DS483711.1	=	NW_001845000.1	Primary Assembly	14687	chrUn_DS483711v1
211000022278974	unplaced-scaffold	na	na	DS483712.1	=	NW_001845001.1	Primary Assembly	14199	chrUn_DS483712v1
211000022278273	unplaced-scaffold	na	na	DS483719.1	=	NW_001845008.1	Primary Assembly	12027	chrUn_DS483719v1
211000022278354	unplaced-scaffold	na	na	DS483723.1	=	NW_001845012.1	Primary Assembly	21074	chrUn_DS483723v1
211000022280596	unplaced-scaffold	na	na	DS483724.1	=	NW_001845013.1	Primary Assembly	13501	chrUn_DS483724v1
211000022279114	unplaced-scaffold	na	na	DS483726.1	=	NW_001845015.1	Primary Assembly	14983	chrUn_DS483726v1
211000022278185	unplaced-scaffold	na	na	DS483728.1	=	NW_001845017.1	Primary Assembly	12681	chrUn_DS483728v1
211000022279276	unplaced-scaffold	na	na	DS483734.1	=	NW_001845023.1	Primary Assembly	15522	chrUn_DS483734v1
211000022280237	unplaced-scaffold	na	na	DS483735.1	=	NW_001845024.1	Primary Assembly	15068	chrUn_DS483735v1
211000022278653	unplaced-scaffold	na	na	DS483736.1	=	NW_001845025.1	Primary Assembly	14006	chrUn_DS483736v1
211000022279892	unplaced-scaffold	na	na	DS483737.1	=	NW_001845026.1	Primary Assembly	13553	chrUn_DS483737v1
211000022279146	unplaced-scaffold	na	na	DS483738.1	=	NW_001845027.1	Primary Assembly	12856	chrUn_DS483738v1
211000022279345	unplaced-scaffold	na	na	DS483739.1	=	NW_001845028.1	Primary Assembly	12459	chrUn_DS483739v1
211000022279001	unplaced-scaffold	na	na	DS483740.1	=	NW_001845029.1	Primary Assembly	12002	chrUn_DS483740v1
211000022279523	unplaced-scaffold	na	na	DS483741.1	=	NW_001845030.1	Primary Assembly	11807	chrUn_DS483741v1
211000022278849	unplaced-scaffold	na	na	DS483743.1	=	NW_001845032.1	Primary Assembly	11569	chrUn_DS483743v1
211000022280750	unplaced-scaffold	na	na	DS483744.1	=	NW_001845033.1	Primary Assembly	9865	chrUn_DS483744v1
211000022279869	unplaced-scaffold	na	na	DS483746.1	=	NW_001845035.1	Primary Assembly	9341	chrUn_DS483746v1
211000022278215	unplaced-scaffold	na	na	DS483748.1	=	NW_001845037.1	Primary Assembly	8346	chrUn_DS483748v1
211000022279695	unplaced-scaffold	na	na	DS483749.1	=	NW_001845038.1	Primary Assembly	8007	chrUn_DS483749v1
211000022279735	unplaced-scaffold	na	na	DS483750.1	=	NW_001845039.1	Primary Assembly	7722	chrUn_DS483750v1
211000022280490	unplaced-scaffold	na	na	DS483751.1	=	NW_001845040.1	Primary Assembly	7314	chrUn_DS483751v1
211000022280465	unplaced-scaffold	na	na	DS483753.1	=	NW_001845042.1	Primary Assembly	7123	chrUn_DS483753v1
211000022280734	unplaced-scaffold	na	na	DS483754.1	=	NW_001845043.1	Primary Assembly	7003	chrUn_DS483754v1
211000022278032	unplaced-scaffold	na	na	DS483755.1	=	NW_001845044.1	Primary Assembly	6936	chrUn_DS483755v1
211000022280476	unplaced-scaffold	na	na	DS483757.1	=	NW_001845046.1	Primary Assembly	6900	chrUn_DS483757v1
211000022280735	unplaced-scaffold	na	na	DS483758.1	=	NW_001845047.1	Primary Assembly	6860	chrUn_DS483758v1
211000022279018	unplaced-scaffold	na	na	DS483759.1	=	NW_001845048.1	Primary Assembly	6860	chrUn_DS483759v1
211000022280699	unplaced-scaffold	na	na	DS483760.1	=	NW_001845049.1	Primary Assembly	6825	chrUn_DS483760v1
211000022280447	unplaced-scaffold	na	na	DS483762.1	=	NW_001845051.1	Primary Assembly	6698	chrUn_DS483762v1
211000022280640	unplaced-scaffold	na	na	DS483763.1	=	NW_001845052.1	Primary Assembly	6546	chrUn_DS483763v1
211000022279879	unplaced-scaffold	na	na	DS483767.1	=	NW_001845056.1	Primary Assembly	6396	chrUn_DS483767v1
211000022280236	unplaced-scaffold	na	na	DS483768.1	=	NW_001845057.1	Primary Assembly	6294	chrUn_DS483768v1
211000022279539	unplaced-scaffold	na	na	DS483769.1	=	NW_001845058.1	Primary Assembly	6237	chrUn_DS483769v1
211000022280519	unplaced-scaffold	na	na	DS483770.1	=	NW_001845059.1	Primary Assembly	6193	chrUn_DS483770v1
211000022279177	unplaced-scaffold	na	na	DS483772.1	=	NW_001845061.1	Primary Assembly	6076	chrUn_DS483772v1
211000022280046	unplaced-scaffold	na	na	DS483773.1	=	NW_001845062.1	Primary Assembly	6062	chrUn_DS483773v1
211000022280518	unplaced-scaffold	na	na	DS483774.1	=	NW_001845063.1	Primary Assembly	6041	chrUn_DS483774v1
211000022280545	unplaced-scaffold	na	na	DS483776.1	=	NW_001845065.1	Primary Assembly	6000	chrUn_DS483776v1
211000022280437	unplaced-scaffold	na	na	DS483780.1	=	NW_001845069.1	Primary Assembly	5968	chrUn_DS483780v1
211000022280655	unplaced-scaffold	na	na	DS483781.1	=	NW_001845070.1	Primary Assembly	5952	chrUn_DS483781v1
211000022279884	unplaced-scaffold	na	na	DS483782.1	=	NW_001845071.1	Primary Assembly	5915	chrUn_DS483782v1
211000022279147	unplaced-scaffold	na	na	DS483783.1	=	NW_001845072.1	Primary Assembly	5891	chrUn_DS483783v1
211000022280462	unplaced-scaffold	na	na	DS483785.1	=	NW_001845074.1	Primary Assembly	5772	chrUn_DS483785v1
